"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3JMNNNO3B03I1ZXHNO51PWMBDCC2W5","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Sat Nov 18 00:50:55 PST 2017","41","BatchId:3015511;OriginalHitTemplateId:920937340;","3600","259200","Sat Nov 25 12:36:55 PST 2017","","","3018Q3ZVOIP4LQ9TRBTCXZSC7LAARM","AJPLNQSDWH2UN","Approved","Sat Nov 18 01:17:05 PST 2017","Sat Nov 18 01:21:01 PST 2017","Tue Nov 21 01:21:01 PST 2017","Sat Nov 18 12:37:00 PST 2017","","","236","100% (1/1)","100% (1/1)","100% (1/1)","65086246"
"3JMNNNO3B03I1ZXHNO51PWMBDCC2W5","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Sat Nov 18 00:50:55 PST 2017","41","BatchId:3015511;OriginalHitTemplateId:920937340;","3600","259200","Sat Nov 25 12:36:55 PST 2017","","","304SM51WA33L5FEYCETDIKHEB5DBS5","A3SOJWB6AZWZV9","Approved","Sat Nov 18 01:06:35 PST 2017","Sat Nov 18 01:10:34 PST 2017","Tue Nov 21 01:10:34 PST 2017","Sat Nov 18 12:37:00 PST 2017","","","239","100% (1/1)","100% (1/1)","100% (1/1)","46056596"
"3JMNNNO3B03I1ZXHNO51PWMBDCC2W5","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Sat Nov 18 00:50:55 PST 2017","41","BatchId:3015511;OriginalHitTemplateId:920937340;","3600","259200","Sat Nov 25 12:36:55 PST 2017","","","30MVJZJNHMC9IJGBR063ZDV1RMZ9JF","A3TZ0U11K0J0JU","Approved","Sat Nov 18 01:39:17 PST 2017","Sat Nov 18 01:45:30 PST 2017","Tue Nov 21 01:45:30 PST 2017","Sat Nov 18 12:37:00 PST 2017","","","373","100% (1/1)","100% (1/1)","100% (1/1)","18876279"
"3JMNNNO3B03I1ZXHNO51PWMBDCC2W5","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Sat Nov 18 00:50:55 PST 2017","41","BatchId:3015511;OriginalHitTemplateId:920937340;","3600","259200","Sat Nov 25 12:36:55 PST 2017","","","31LM9EDVOLRU7LK5SAP8HEQLWBENJQ","A14EWJA51Q50E","Approved","Sat Nov 18 01:12:42 PST 2017","Sat Nov 18 01:15:57 PST 2017","Tue Nov 21 01:15:57 PST 2017","Sat Nov 18 12:37:00 PST 2017","","","195","100% (1/1)","100% (1/1)","100% (1/1)","78926446"
"3JMNNNO3B03I1ZXHNO51PWMBDCC2W5","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Sat Nov 18 00:50:55 PST 2017","41","BatchId:3015511;OriginalHitTemplateId:920937340;","3600","259200","Sat Nov 25 12:36:55 PST 2017","","","320DUZ38G7LOXT3J56CDRUHOVZTJGF","ACNHKXWKZRUZ5","Approved","Sat Nov 18 01:23:55 PST 2017","Sat Nov 18 01:35:25 PST 2017","Tue Nov 21 01:35:25 PST 2017","Sat Nov 18 12:37:00 PST 2017","","","690","100% (1/1)","100% (1/1)","100% (1/1)","75469157"
"3JMNNNO3B03I1ZXHNO51PWMBDCC2W5","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Sat Nov 18 00:50:55 PST 2017","41","BatchId:3015511;OriginalHitTemplateId:920937340;","3600","259200","Sat Nov 25 12:36:55 PST 2017","","","34MAJL3QP4MX0Z8A7KIP2Y3W9XZ432","A1HN2W2M73O741","Approved","Sat Nov 18 01:33:48 PST 2017","Sat Nov 18 01:36:13 PST 2017","Tue Nov 21 01:36:13 PST 2017","Sat Nov 18 12:37:01 PST 2017","","","145","100% (1/1)","100% (1/1)","100% (1/1)","71668512"
"3JMNNNO3B03I1ZXHNO51PWMBDCC2W5","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Sat Nov 18 00:50:55 PST 2017","41","BatchId:3015511;OriginalHitTemplateId:920937340;","3600","259200","Sat Nov 25 12:36:55 PST 2017","","","354GIDR5ZB5KKJRC5WD4OXFCP9X00L","AIZVGMU5Y3L4L","Approved","Sat Nov 18 00:52:55 PST 2017","Sat Nov 18 00:55:50 PST 2017","Tue Nov 21 00:55:50 PST 2017","Sat Nov 18 12:37:01 PST 2017","","","175","100% (1/1)","100% (1/1)","100% (1/1)","46692234"
"3JMNNNO3B03I1ZXHNO51PWMBDCC2W5","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Sat Nov 18 00:50:55 PST 2017","41","BatchId:3015511;OriginalHitTemplateId:920937340;","3600","259200","Sat Nov 25 12:36:55 PST 2017","","","36NEMU28XFCAVNZ4N8TNTPVTTHFWMW","A1RN36MLKKKOJJ","Approved","Sat Nov 18 01:42:08 PST 2017","Sat Nov 18 01:44:55 PST 2017","Tue Nov 21 01:44:55 PST 2017","Sat Nov 18 12:37:01 PST 2017","","","167","100% (1/1)","100% (1/1)","100% (1/1)","46660196"
"3JMNNNO3B03I1ZXHNO51PWMBDCC2W5","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Sat Nov 18 00:50:55 PST 2017","41","BatchId:3015511;OriginalHitTemplateId:920937340;","3600","259200","Sat Nov 25 12:36:55 PST 2017","","","36PW28KO4ZVFCM4O559CYSTTSWKAE9","A132JTCZVG1JTJ","Approved","Sat Nov 18 01:15:32 PST 2017","Sat Nov 18 01:22:34 PST 2017","Tue Nov 21 01:22:34 PST 2017","Sat Nov 18 12:37:01 PST 2017","","","422","100% (1/1)","100% (1/1)","100% (1/1)","65172485"
"3JMNNNO3B03I1ZXHNO51PWMBDCC2W5","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Sat Nov 18 00:50:55 PST 2017","41","BatchId:3015511;OriginalHitTemplateId:920937340;","3600","259200","Sat Nov 25 12:36:55 PST 2017","","","36ZN444YTRXGUV0BB74LK2BQ96UOIU","A35BY30TC8WCL4","Approved","Sat Nov 18 01:07:48 PST 2017","Sat Nov 18 01:11:53 PST 2017","Tue Nov 21 01:11:53 PST 2017","Sat Nov 18 12:37:01 PST 2017","","","245","100% (1/1)","100% (1/1)","100% (1/1)","42087305"
