"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3P458N04Q0GXQZ27XT1NRF0IMC22XE","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 11:23:42 PST 2017","56","BatchId:3014858;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 16:37:06 PST 2017","","","3HUTX6F6VUMCJAM9M4JTXM49K7E2O8","A10AY39RH8ZB7I","Rejected","Fri Nov 17 11:24:32 PST 2017","Fri Nov 17 11:37:21 PST 2017","Mon Nov 20 11:37:21 PST 2017","","Fri Nov 17 14:11:16 PST 2017","In order to collect accurate data, we need participants to read the statements in the survey. In order to determine if a participant did not read the survey, we had one page that had only had instructions to leave the questions on that page unanswered. If a participant answered a question on this page, we concluded that the participant was not reading the questions, and we have to discard the data as inaccurate. 

Please let us know if there was a misunderstanding.","769","0% (0/1)","0% (0/1)","0% (0/1)","80823960"
"3P458N04Q0GXQZ27XT1NRF0IMC22XE","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 11:23:42 PST 2017","56","BatchId:3014858;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 16:37:06 PST 2017","","","3A1PQ49WVHGV28IQZNOP8UX3GG3H11","A18SI5095GGGWT","Approved","Fri Nov 17 16:38:17 PST 2017","Fri Nov 17 16:42:48 PST 2017","Mon Nov 20 16:42:48 PST 2017","Fri Nov 17 18:00:18 PST 2017","","","271","100% (1/1)","100% (1/1)","100% (1/1)","49197431"
"3P458N04Q0GXQZ27XT1NRF0IMC22XE","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 11:23:42 PST 2017","56","BatchId:3014858;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 16:37:06 PST 2017","","","3W92K5RLWUGZ8RET5Z75QL1T0A1V53","A194LNJMH7GKUA","Approved","Fri Nov 17 11:24:29 PST 2017","Fri Nov 17 11:28:50 PST 2017","Mon Nov 20 11:28:50 PST 2017","Fri Nov 17 14:11:33 PST 2017","","","261","100% (1/1)","100% (1/1)","100% (1/1)","22394416"
"3P458N04Q0GXQZ27XT1NRF0IMC22XE","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 11:23:42 PST 2017","56","BatchId:3014858;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 16:37:06 PST 2017","","","3PPTZCWALQJ5AX21QOKB929GKHUZQK","A198QA1OQBUJV1","Approved","Fri Nov 17 11:24:28 PST 2017","Fri Nov 17 11:34:27 PST 2017","Mon Nov 20 11:34:27 PST 2017","Fri Nov 17 14:11:33 PST 2017","","","599","100% (1/1)","100% (1/1)","100% (1/1)","82604621"
"3P458N04Q0GXQZ27XT1NRF0IMC22XE","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 11:23:42 PST 2017","56","BatchId:3014858;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 16:37:06 PST 2017","","","39KFRKBFINU2KVFGFPQO6Q5EZNCOYG","A1A6DUWWGNEE4W","Approved","Fri Nov 17 15:14:00 PST 2017","Fri Nov 17 15:17:57 PST 2017","Mon Nov 20 15:17:57 PST 2017","Fri Nov 17 16:37:31 PST 2017","","","237","100% (1/1)","100% (1/1)","100% (1/1)","56575948"
"3P458N04Q0GXQZ27XT1NRF0IMC22XE","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 11:23:42 PST 2017","56","BatchId:3014858;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 16:37:06 PST 2017","","","3YHH42UU5BEXHFGYUPZNMH70S5ML0P","A1F1OZ54G177D8","Rejected","Fri Nov 17 14:11:40 PST 2017","Fri Nov 17 14:38:25 PST 2017","Mon Nov 20 14:38:25 PST 2017","","Fri Nov 17 16:37:06 PST 2017","In order to collect accurate data, we need participants to read the statements in the survey. In order to determine if a participant did not read the survey, we had one page that had only had instructions to leave the questions on that page unanswered. If a participant answered a question on this page, we concluded that the participant was not reading the questions, and we have to discard the data as inaccurate. 

Please let us know if there was a misunderstanding.","1605","0% (0/1)","0% (0/1)","0% (0/1)","61331412"
"3P458N04Q0GXQZ27XT1NRF0IMC22XE","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 11:23:42 PST 2017","56","BatchId:3014858;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 16:37:06 PST 2017","","","3QY5DC2MXRJRX9II6LA9GBQNBXQFU1","A1FQK51ECARQNK","Approved","Fri Nov 17 12:25:07 PST 2017","Fri Nov 17 13:17:53 PST 2017","Mon Nov 20 13:17:53 PST 2017","Fri Nov 17 14:11:33 PST 2017","","","3166","100% (1/1)","100% (1/1)","100% (1/1)","39121337"
"3P458N04Q0GXQZ27XT1NRF0IMC22XE","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 11:23:42 PST 2017","56","BatchId:3014858;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 16:37:06 PST 2017","","","37Q970SNZE7KSHW6AH0OC845PQ2S1D","A1G452MFAS690B","Approved","Fri Nov 17 11:24:00 PST 2017","Fri Nov 17 11:30:02 PST 2017","Mon Nov 20 11:30:02 PST 2017","Fri Nov 17 14:11:31 PST 2017","","","362","100% (1/1)","100% (1/1)","100% (1/1)","17388913"
"3P458N04Q0GXQZ27XT1NRF0IMC22XE","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 11:23:42 PST 2017","56","BatchId:3014858;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 16:37:06 PST 2017","","","3A7Y0R2P2ONZJFY9UGCHFGHJYM4XJU","A1IM8G6UNAGQ7S","Rejected","Fri Nov 17 11:24:11 PST 2017","Fri Nov 17 11:26:27 PST 2017","Mon Nov 20 11:26:27 PST 2017","","Fri Nov 17 14:11:16 PST 2017","In order to collect accurate data, we need participants to read the statements in the survey. In order to determine if a participant did not read the survey, we had one page that had only had instructions to leave the questions on that page unanswered. If a participant answered a question on this page, we concluded that the participant was not reading the questions, and we have to discard the data as inaccurate. 

Please let us know if there was a misunderstanding.","136","0% (0/1)","0% (0/1)","0% (0/1)","99089367"
"3P458N04Q0GXQZ27XT1NRF0IMC22XE","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 11:23:42 PST 2017","56","BatchId:3014858;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 16:37:06 PST 2017","","","37UQDCYH6XUEVVSCTSM2O5FPRGX7VV","A1IPRH4LUEY12N","Rejected","Fri Nov 17 11:24:32 PST 2017","Fri Nov 17 11:28:13 PST 2017","Mon Nov 20 11:28:13 PST 2017","","Fri Nov 17 14:11:16 PST 2017","In order to collect accurate data, we need participants to read the statements in the survey. In order to determine if a participant did not read the survey, we had one page that had only had instructions to leave the questions on that page unanswered. If a participant answered a question on this page, we concluded that the participant was not reading the questions, and we have to discard the data as inaccurate. 

Please let us know if there was a misunderstanding.","221","0% (0/1)","0% (0/1)","0% (0/1)","45459096"
