"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3K2CEDRACA0GGMXG21JAHLTAFPTTMJ","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Mon Nov 20 11:50:18 PST 2017","43","BatchId:3017943;OriginalHitTemplateId:920937340;","3600","259200","Mon Nov 27 11:50:18 PST 2017","","","30LB5CDZNC9HM4X29QQWUWIY7QEZ0U","A239JNU2N6RC4U","Approved","Mon Nov 20 11:51:19 PST 2017","Mon Nov 20 11:54:14 PST 2017","Thu Nov 23 11:54:14 PST 2017","Mon Nov 20 15:06:40 PST 2017","","","175","100% (1/1)","100% (1/1)","100% (1/1)","32201276"
"3K2CEDRACA0GGMXG21JAHLTAFPTTMJ","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Mon Nov 20 11:50:18 PST 2017","43","BatchId:3017943;OriginalHitTemplateId:920937340;","3600","259200","Mon Nov 27 11:50:18 PST 2017","","","3300DTYQT2G7Z2B5U16YOS8YWO3QED","AJANZPLOYBZ67","Approved","Mon Nov 20 11:50:49 PST 2017","Mon Nov 20 11:54:29 PST 2017","Thu Nov 23 11:54:29 PST 2017","Mon Nov 20 15:06:41 PST 2017","","","220","100% (1/1)","100% (1/1)","100% (1/1)","12398049"
"3K2CEDRACA0GGMXG21JAHLTAFPTTMJ","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Mon Nov 20 11:50:18 PST 2017","43","BatchId:3017943;OriginalHitTemplateId:920937340;","3600","259200","Mon Nov 27 11:50:18 PST 2017","","","33FOTY3KEMK4L07ADVAOX30N30Z1C1","A2LFT9N17HS9FX","Approved","Mon Nov 20 11:51:21 PST 2017","Mon Nov 20 12:08:28 PST 2017","Thu Nov 23 12:08:28 PST 2017","Mon Nov 20 15:06:41 PST 2017","","","1027","100% (1/1)","100% (1/1)","100% (1/1)","50556183"
"3K2CEDRACA0GGMXG21JAHLTAFPTTMJ","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Mon Nov 20 11:50:18 PST 2017","43","BatchId:3017943;OriginalHitTemplateId:920937340;","3600","259200","Mon Nov 27 11:50:18 PST 2017","","","33UKMF9319JMG1LU10POSJJMJ5PTTK","A18VIO909RWY6D","Approved","Mon Nov 20 11:51:00 PST 2017","Mon Nov 20 12:15:38 PST 2017","Thu Nov 23 12:15:38 PST 2017","Mon Nov 20 15:06:41 PST 2017","","","1478","100% (1/1)","100% (1/1)","100% (1/1)","78016093"
"3K2CEDRACA0GGMXG21JAHLTAFPTTMJ","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Mon Nov 20 11:50:18 PST 2017","43","BatchId:3017943;OriginalHitTemplateId:920937340;","3600","259200","Mon Nov 27 11:50:18 PST 2017","","","34FNN24DCM8GCL9YAAUPXK5NI4M5YV","A1LB9JOMFQ1UMG","Approved","Mon Nov 20 11:51:01 PST 2017","Mon Nov 20 12:09:48 PST 2017","Thu Nov 23 12:09:48 PST 2017","Mon Nov 20 15:06:41 PST 2017","","","1127","100% (2/2)","100% (2/2)","100% (1/1)","93026143"
"3K2CEDRACA0GGMXG21JAHLTAFPTTMJ","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Mon Nov 20 11:50:18 PST 2017","43","BatchId:3017943;OriginalHitTemplateId:920937340;","3600","259200","Mon Nov 27 11:50:18 PST 2017","","","34V1S5K3GS0XUO147HCEQ9QW5QC96Q","A3JP7DIFRS0ZBY","Approved","Mon Nov 20 11:51:24 PST 2017","Mon Nov 20 11:54:13 PST 2017","Thu Nov 23 11:54:13 PST 2017","Mon Nov 20 15:06:41 PST 2017","","","169","100% (1/1)","100% (1/1)","100% (1/1)","76432511"
"3K2CEDRACA0GGMXG21JAHLTAFPTTMJ","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Mon Nov 20 11:50:18 PST 2017","43","BatchId:3017943;OriginalHitTemplateId:920937340;","3600","259200","Mon Nov 27 11:50:18 PST 2017","","","34Z02EIMISCL0SO33Y1E88HHMUT0TG","A1RO4R9EO4JVQO","Approved","Mon Nov 20 11:51:01 PST 2017","Mon Nov 20 12:21:09 PST 2017","Thu Nov 23 12:21:09 PST 2017","Mon Nov 20 15:06:41 PST 2017","","","1808","100% (1/1)","100% (1/1)","100% (1/1)","23267456"
"3K2CEDRACA0GGMXG21JAHLTAFPTTMJ","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Mon Nov 20 11:50:18 PST 2017","43","BatchId:3017943;OriginalHitTemplateId:920937340;","3600","259200","Mon Nov 27 11:50:18 PST 2017","","","3570Y55XZPIESIYIR6DG1HWC8D0GYO","A2AK649KPZ2IZN","Approved","Mon Nov 20 11:51:34 PST 2017","Mon Nov 20 12:27:28 PST 2017","Thu Nov 23 12:27:28 PST 2017","Mon Nov 20 15:06:41 PST 2017","","","2154","100% (2/2)","100% (2/2)","100% (2/2)","97166376"
"3K2CEDRACA0GGMXG21JAHLTAFPTTMJ","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Mon Nov 20 11:50:18 PST 2017","43","BatchId:3017943;OriginalHitTemplateId:920937340;","3600","259200","Mon Nov 27 11:50:18 PST 2017","","","35GMH2SV3EG4EQYPFOEUZNDYHNLOE3","A5I4Y0GXJM69D","Rejected","Mon Nov 20 11:50:48 PST 2017","Mon Nov 20 11:59:54 PST 2017","Thu Nov 23 11:59:54 PST 2017","","Mon Nov 20 12:13:33 PST 2017","In order to collect accurate data, we need participants to read the statements in the survey. In order to determine if a participant did not read the survey, we had one page that had only had instructions to leave the questions on that page unanswered. If a participant answered a question on this page, we concluded that the participant was not reading the questions, and we have to discard the data as inaccurate. 

Please let us know if there was a misunderstanding.","546","0% (0/1)","0% (0/1)","0% (0/1)","25503828"
"3K2CEDRACA0GGMXG21JAHLTAFPTTMJ","3RQPR0TC3HH914F4WZ71OIIEBETHM7","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Mon Nov 20 11:50:18 PST 2017","43","BatchId:3017943;OriginalHitTemplateId:920937340;","3600","259200","Mon Nov 27 11:50:18 PST 2017","","","36ZN444YTRXGUV0BB74LK2BQ9GSOIC","A7KLTVEIASF4J","Rejected","Mon Nov 20 11:50:51 PST 2017","Mon Nov 20 11:52:19 PST 2017","Thu Nov 23 11:52:19 PST 2017","","Mon Nov 20 12:13:33 PST 2017","In order to collect accurate data, we need participants to read the statements in the survey. In order to determine if a participant did not read the survey, we had one page that had only had instructions to leave the questions on that page unanswered. If a participant answered a question on this page, we concluded that the participant was not reading the questions, and we have to discard the data as inaccurate. 

Please let us know if there was a misunderstanding.","88","0% (0/1)","0% (0/1)","0% (0/1)","51006532"
