"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3HRWUH63QT1KD27QD6GCRKCW4AW5NF","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 21:34:03 PST 2017","49","BatchId:3015462;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 21:34:03 PST 2017","","","30JNVC0OR9JJJC27K2E49V5BOUNQH1","A3HVFSD8K94SOR","Approved","Fri Nov 17 22:39:33 PST 2017","Fri Nov 17 22:43:50 PST 2017","Mon Nov 20 22:43:50 PST 2017","Fri Nov 17 22:49:02 PST 2017","","","257","100% (1/1)","100% (1/1)","100% (1/1)","33087497"
"3HRWUH63QT1KD27QD6GCRKCW4AW5NF","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 21:34:03 PST 2017","49","BatchId:3015462;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 21:34:03 PST 2017","","","30LSNF239UU2NOB6O96ODP8N81J2IN","A3B7TNVOISSZ2O","Approved","Fri Nov 17 21:37:50 PST 2017","Fri Nov 17 21:40:05 PST 2017","Mon Nov 20 21:40:05 PST 2017","Fri Nov 17 22:49:02 PST 2017","","","135","100% (1/1)","100% (1/1)","100% (1/1)","67497452"
"3HRWUH63QT1KD27QD6GCRKCW4AW5NF","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 21:34:03 PST 2017","49","BatchId:3015462;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 21:34:03 PST 2017","","","31LVTDXBL79LH90XO2I26D8N1XWRL8","A3QX9ABC1DVMQG","Approved","Fri Nov 17 22:14:27 PST 2017","Fri Nov 17 22:35:12 PST 2017","Mon Nov 20 22:35:12 PST 2017","Fri Nov 17 22:49:02 PST 2017","","","1245","100% (2/2)","100% (2/2)","100% (1/1)","40151052"
"3HRWUH63QT1KD27QD6GCRKCW4AW5NF","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 21:34:03 PST 2017","49","BatchId:3015462;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 21:34:03 PST 2017","","","32VNZTT0A73PJ1TCIAJLKW6CFBY4RP","A33QI63NVR8CUO","Approved","Fri Nov 17 21:36:32 PST 2017","Fri Nov 17 21:42:32 PST 2017","Mon Nov 20 21:42:32 PST 2017","Fri Nov 17 22:49:02 PST 2017","","","360","100% (1/1)","100% (1/1)","100% (1/1)","74735786"
"3HRWUH63QT1KD27QD6GCRKCW4AW5NF","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 21:34:03 PST 2017","49","BatchId:3015462;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 21:34:03 PST 2017","","","339ANSOTR51X44FWDFCSDLUHP15KIR","A2YE7NBCK14VAQ","Approved","Fri Nov 17 21:39:00 PST 2017","Fri Nov 17 21:42:01 PST 2017","Mon Nov 20 21:42:01 PST 2017","Fri Nov 17 22:49:02 PST 2017","","","181","100% (1/1)","100% (1/1)","100% (1/1)","70074674"
"3HRWUH63QT1KD27QD6GCRKCW4AW5NF","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 21:34:03 PST 2017","49","BatchId:3015462;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 21:34:03 PST 2017","","","33F859I566CWF60I1KHEE6AC2UHBH5","A2N8SNKVU4M1MB","Approved","Fri Nov 17 21:35:54 PST 2017","Fri Nov 17 21:40:24 PST 2017","Mon Nov 20 21:40:24 PST 2017","Fri Nov 17 22:49:02 PST 2017","","","270","100% (1/1)","100% (1/1)","100% (1/1)","84153274"
"3HRWUH63QT1KD27QD6GCRKCW4AW5NF","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 21:34:03 PST 2017","49","BatchId:3015462;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 21:34:03 PST 2017","","","34Q075JO1XCKR8CU1FH422YMU1O019","A1SM0IKQ4OTSCI","Approved","Fri Nov 17 21:34:46 PST 2017","Fri Nov 17 21:38:52 PST 2017","Mon Nov 20 21:38:52 PST 2017","Fri Nov 17 22:49:02 PST 2017","","","246","100% (1/1)","100% (1/1)","100% (1/1)","89059065"
"3HRWUH63QT1KD27QD6GCRKCW4AW5NF","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 21:34:03 PST 2017","49","BatchId:3015462;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 21:34:03 PST 2017","","","34S6N1K2ZVI8SFMUSX68S96HEOVHLY","A6P75FUXZD5X2","Approved","Fri Nov 17 21:37:47 PST 2017","Fri Nov 17 21:41:12 PST 2017","Mon Nov 20 21:41:12 PST 2017","Fri Nov 17 22:49:02 PST 2017","","","205","100% (1/1)","100% (1/1)","100% (1/1)","96084779"
"3HRWUH63QT1KD27QD6GCRKCW4AW5NF","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 21:34:03 PST 2017","49","BatchId:3015462;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 21:34:03 PST 2017","","","35GMH2SV3EG4EQYPFOEUZNDYHD8EOW","A2KZVP4SEEUJYL","Approved","Fri Nov 17 21:38:10 PST 2017","Fri Nov 17 21:45:40 PST 2017","Mon Nov 20 21:45:40 PST 2017","Fri Nov 17 22:49:02 PST 2017","","","450","100% (1/1)","100% (1/1)","100% (1/1)","39429777"
"3HRWUH63QT1KD27QD6GCRKCW4AW5NF","32X1LLNITPYR322S4LJW1YUAJVGD3B","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.25","Fri Nov 17 21:34:03 PST 2017","49","BatchId:3015462;OriginalHitTemplateId:920937340;","3600","259200","Fri Nov 24 21:34:03 PST 2017","","","38F71OA9GTV8K1D9XJJNP19TYE8MF7","A1NKBXOTZAI1YK","Approved","Fri Nov 17 21:35:28 PST 2017","Fri Nov 17 21:37:36 PST 2017","Mon Nov 20 21:37:36 PST 2017","Fri Nov 17 22:49:03 PST 2017","","","128","100% (1/1)","100% (1/1)","100% (1/1)","46042698"
