"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3E22YV8GG05O6CP9XLPQPQHDVMPNPZ","3D8T3D6PQEIJN2Q5JFQ22M2MWAMOYT","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.15","Mon Nov 27 22:24:13 PST 2017","210","BatchId:3026445;OriginalHitTemplateId:920937340;","3600","259200","Tue Dec 05 11:36:42 PST 2017","","","3U8YCDAGXPF88CWBMU7J336U3H7Q0U","A10249252O9I20MRSOBVF","Approved","Tue Nov 28 09:00:16 PST 2017","Tue Nov 28 09:03:24 PST 2017","Fri Dec 01 09:03:24 PST 2017","Tue Nov 28 12:47:44 PST 2017","","","188","100% (1/1)","100% (1/1)","100% (1/1)","80859033"
"3E22YV8GG05O6CP9XLPQPQHDVMPNPZ","3D8T3D6PQEIJN2Q5JFQ22M2MWAMOYT","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.15","Mon Nov 27 22:24:13 PST 2017","210","BatchId:3026445;OriginalHitTemplateId:920937340;","3600","259200","Tue Dec 05 11:36:42 PST 2017","","","32UTUBMZ7GV1X7V269YIT71LBCJVBD","A11KP7FK5KS9H1","Approved","Mon Nov 27 22:31:12 PST 2017","Mon Nov 27 22:39:43 PST 2017","Thu Nov 30 22:39:43 PST 2017","Tue Nov 28 12:47:28 PST 2017","","","511","100% (2/2)","100% (2/2)","100% (1/1)","83621349"
"3E22YV8GG05O6CP9XLPQPQHDVMPNPZ","3D8T3D6PQEIJN2Q5JFQ22M2MWAMOYT","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.15","Mon Nov 27 22:24:13 PST 2017","210","BatchId:3026445;OriginalHitTemplateId:920937340;","3600","259200","Tue Dec 05 11:36:42 PST 2017","","","3SNLUL3WO4MDX1SESWD7BOV790KLUZ","A12NO2MNOIREXA","Approved","Tue Nov 28 11:49:04 PST 2017","Tue Nov 28 11:53:03 PST 2017","Fri Dec 01 11:53:03 PST 2017","Tue Nov 28 12:47:43 PST 2017","","","239","100% (1/1)","100% (1/1)","100% (1/1)","67948400"
"3E22YV8GG05O6CP9XLPQPQHDVMPNPZ","3D8T3D6PQEIJN2Q5JFQ22M2MWAMOYT","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.15","Mon Nov 27 22:24:13 PST 2017","210","BatchId:3026445;OriginalHitTemplateId:920937340;","3600","259200","Tue Dec 05 11:36:42 PST 2017","","","3U84XHCDICCYLSF3SRDY6Z8BPVN4ZV","A14WLAP6TCEKO0","Approved","Tue Nov 28 02:51:22 PST 2017","Tue Nov 28 02:53:29 PST 2017","Fri Dec 01 02:53:29 PST 2017","Tue Nov 28 12:47:44 PST 2017","","","127","100% (1/1)","100% (1/1)","100% (1/1)","63116901"
"3E22YV8GG05O6CP9XLPQPQHDVMPNPZ","3D8T3D6PQEIJN2Q5JFQ22M2MWAMOYT","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.15","Mon Nov 27 22:24:13 PST 2017","210","BatchId:3026445;OriginalHitTemplateId:920937340;","3600","259200","Tue Dec 05 11:36:42 PST 2017","","","31UV0MXWNQBUMLUT6S8MBWBZTED5I1","A14YBHS8YBLDAG","Approved","Tue Nov 28 01:38:30 PST 2017","Tue Nov 28 01:41:46 PST 2017","Fri Dec 01 01:41:46 PST 2017","Tue Nov 28 12:47:27 PST 2017","","","196","100% (1/1)","100% (1/1)","100% (1/1)","21731669"
"3E22YV8GG05O6CP9XLPQPQHDVMPNPZ","3D8T3D6PQEIJN2Q5JFQ22M2MWAMOYT","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.15","Mon Nov 27 22:24:13 PST 2017","210","BatchId:3026445;OriginalHitTemplateId:920937340;","3600","259200","Tue Dec 05 11:36:42 PST 2017","","","30ZX6P7VF8UYIZVC6RROPQNNMJ02JY","A1561P9VVA3C1C","Approved","Mon Nov 27 22:34:11 PST 2017","Mon Nov 27 22:37:53 PST 2017","Thu Nov 30 22:37:53 PST 2017","Tue Nov 28 12:47:26 PST 2017","","","222","100% (1/1)","100% (1/1)","100% (1/1)","61244637"
"3E22YV8GG05O6CP9XLPQPQHDVMPNPZ","3D8T3D6PQEIJN2Q5JFQ22M2MWAMOYT","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.15","Mon Nov 27 22:24:13 PST 2017","210","BatchId:3026445;OriginalHitTemplateId:920937340;","3600","259200","Tue Dec 05 11:36:42 PST 2017","","","3QFUFYSY9YESGBO3RFJR37STDQEF43","A17DVK96EJZI1N","Approved","Mon Nov 27 22:26:27 PST 2017","Mon Nov 27 22:29:21 PST 2017","Thu Nov 30 22:29:21 PST 2017","Tue Nov 28 12:47:42 PST 2017","","","174","100% (1/1)","100% (1/1)","100% (1/1)","29130148"
"3E22YV8GG05O6CP9XLPQPQHDVMPNPZ","3D8T3D6PQEIJN2Q5JFQ22M2MWAMOYT","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.15","Mon Nov 27 22:24:13 PST 2017","210","BatchId:3026445;OriginalHitTemplateId:920937340;","3600","259200","Tue Dec 05 11:36:42 PST 2017","","","37XITHEISW8SE56RBPP33UI08R7CR9","A18C452IX8HCB8","Approved","Mon Nov 27 22:46:16 PST 2017","Mon Nov 27 22:51:22 PST 2017","Thu Nov 30 22:51:22 PST 2017","Tue Nov 28 12:47:32 PST 2017","","","306","100% (1/1)","100% (1/1)","100% (1/1)","31729791"
"3E22YV8GG05O6CP9XLPQPQHDVMPNPZ","3D8T3D6PQEIJN2Q5JFQ22M2MWAMOYT","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.15","Mon Nov 27 22:24:13 PST 2017","210","BatchId:3026445;OriginalHitTemplateId:920937340;","3600","259200","Tue Dec 05 11:36:42 PST 2017","","","3FPRZHYEPY6WUCRPRGJCBO39NK6V3M","A18SI5095GGGWT","Approved","Mon Nov 27 22:30:34 PST 2017","Mon Nov 27 22:38:47 PST 2017","Thu Nov 30 22:38:47 PST 2017","Tue Nov 28 12:47:34 PST 2017","","","493","100% (2/2)","100% (2/2)","100% (1/1)","24220488"
"3E22YV8GG05O6CP9XLPQPQHDVMPNPZ","3D8T3D6PQEIJN2Q5JFQ22M2MWAMOYT","Answer a survey about trivia statements","We will show you 16 statements. Some of these statements are true, and some are false. We will ask you if you believe each statement.  Please do not try to look up the correct answer. Your entry will not be rejected for being wrong.","survey","$0.15","Mon Nov 27 22:24:13 PST 2017","210","BatchId:3026445;OriginalHitTemplateId:920937340;","3600","259200","Tue Dec 05 11:36:42 PST 2017","","","3I7DHKZYGNZACUS35K218ZY7DM9F58","A19LVWX8ZLO6CS","Approved","Mon Nov 27 22:27:35 PST 2017","Mon Nov 27 22:30:12 PST 2017","Thu Nov 30 22:30:12 PST 2017","Tue Nov 28 12:47:37 PST 2017","","","157","100% (1/1)","100% (1/1)","100% (1/1)","94021369"
